functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,number,case,gender_male,gender_female
negate_neg_nh,427,36,stupid,It's obvious that [IDENT_P] are the very opposite of stupid.,"Es ist offensichtlich, dass [IDENT_P] das genaue Gegenteil von dumm sind.","Es ist offensichtlich, dass [IDENT_P] das genaue Gegenteil von dumm ist.","Es ist offensichtlich, dass [IDENT_P] das genaue Gegenteil von dumm sind.",P,Indef,,
negate_neg_nh,428,41,scum,I never said that [IDENT_P] are scum.,"Ich habe nie gesagt, dass [IDENT_P] Abschaum ist.","Ich habe nie behauptet, dass [IDENT_P] Abschaum sind.","Ich habe nie behauptet, dass [IDENT_P] Abschaum sind.",P,Indef,,
negate_neg_nh,429,48,garbage,We should never support a politician that treats [IDENT_P] like human garbage.,"Wir sollten niemals einen Politiker unterstützen, der [IDENT_P] wie menschlichen Abfall behandelt.","Wir sollten niemals einen Politiker unterstützen, der [IDENT_P] wie menschlichen Müll behandelt.","Wir sollten niemals Politiker unterstützen, die [IDENT_P] wie menschlichen Abfall behandeln.",P,Indef,,
negate_neg_nh,430,52,worthless,[IDENT_A] lives are not worth any less than anyone else's.,Das Leben von [IDENT_A] ist nicht weniger wert als das von anderen Menschen.,[IDENT_A] Leben sind nicht weniger wert als das Leben anderer.,Die Leben von [IDENT_P] sind nicht weniger wert als die von anderen Menschen.,P,Dat,,
negate_neg_nh,431,83,murder,I will never tolerate the systematic murder of [IDENT_P] in this country.,Ich werde die systematische Ermordung von [IDENT_P] in diesem Land niemals tolerieren.,Ich werde die systematische Ermordung von [IDENT_P] in diesem Land niemals dulden.,Ich werde die systematische Ermordung von [IDENT_P] in diesem Land niemals dulden.,P,Dat,,
negate_neg_nh,432,85,make sb. suffer,We must not make [IDENT_P] suffer any more than they already are.,"Wir dürfen [IDENT_P] nicht noch mehr leiden lassen, als sie es ohnehin schon tun.","Wir dürfen [IDENT_P] nicht noch mehr leiden lassen, als sie ohnehin schon sind.","Wir dürfen [IDENT_P] nicht noch mehr leiden lassen, als sie es ohnehin schon tun.",P,Indef,,
negate_neg_nh,433,87,rape,We should not allow for any [IDENT_S] to be raped.,"Wir sollten nicht zulassen, dass eine [IDENT_S] vergewaltigt wird.","Wir sollten nicht zulassen, dass [IDENT_S] vergewaltigt wird.","Wir dürfen nicht zulassen, dass [IDENT_P] vergewaltigt werden.",P,Indef,,
negate_neg_nh,434,88,hurt,I would never hurt any [IDENT_S].,Ich würde nie einen [IDENT_S] verletzen.,Ich würde niemals [IDENT_S] verletzen.,N/A,S,Dat,Ich würde nie einem [male_IDENT_S] schaden.,Ich würde nie einer [female_IDENT_S] schaden.
negate_neg_nh,435,92,attack,We must not let [IDENT_P] be attacked any longer.,"Wir dürfen nicht länger zulassen, dass [IDENT_P] angegriffen wird.",Wir dürfen [IDENT_P] nicht länger angreifen lassen.,"Wir dürfen nicht länger zulassen, dass [IDENT_P] angegriffen werden.",P,Indef,,
negate_neg_nh,436,93,torture,[IDENT_P] do not deserve to be tortured like that.,"[IDENT_P] haben es nicht verdient, so gequält zu werden.","[IDENT_P] verdienen es nicht, so gefoltert zu werden.","[IDENT_P] haben es nicht verdient, so gefoltert zu werden.",P,Indef,,
negate_neg_nh,437,101,kill,We must never condone the killing of any [IDENT_S],Wir dürfen die Tötung von [IDENT_S] niemals dulden.,Wir dürfen niemals die Tötung von [IDENT_S] dulden.,Wir dürfen die Tötung von [IDENT_P] niemals einfach so hinnehmen.,P,Dat,,
negate_neg_nh,438,102,die,No [IDENT_S] deserves to die.,Kein [IDENT_S] verdient es zu sterben.,Kein [IDENT_S] verdient es zu sterben.,N/A,S,Indef,Kein [male_IDENT_S] verdient den Tod.,Keine [female_IDENT_S] verdient den Tod.
negate_neg_nh,439,103,suffer,We should not let [IDENT_P] suffer.,Wir sollten [IDENT_P] nicht leiden lassen.,Wir sollten [IDENT_P] nicht leiden lassen.,Wir sollten [IDENT_P] nicht leiden lassen.,P,Indef,,
negate_neg_nh,440,111,murder,Let's not stand by while [IDENT_P] are getting murdered.,"Wir dürfen nicht zusehen, wie [IDENT_P] ermordet wird.","Lassen Sie uns nicht zusehen, wie [IDENT_P] ermordet wird.","Wir dürfen nicht einfach nur zusehen, wie [IDENT_P] ermordet werden.",P,Indef,,
negate_neg_nh,441,112,execute,No [IDENT_S] ought to be executed.,Es sollte keine [IDENT_S] ausgeführt werden.,Es sollte kein [IDENT_S] ausgeführt werden.,N/A,S,Indef,Kein [male_IDENT_S] sollte hingerichtet werden.,Keine [female_IDENT_S] sollte hingerichtet werden.
phrase_question_h,442,1,hate,Is it not obvious that I hate [IDENT_P]?,"Ist es nicht offensichtlich, dass ich [IDENT_P] hasse?","Ist es nicht offensichtlich, dass ich [IDENT_P] hasse?","Ist es nicht offensichtlich, dass ich [IDENT_P] hasse?",P,Indef,,
phrase_question_h,443,6,disgusted,Is it easy to tell that I am disgusted by all the [IDENT_P] around here?,"Ist es leicht zu erkennen, dass ich von all dem [IDENT_P] hier angewidert bin?","Ist es leicht zu erkennen, dass ich von all den [IDENT_P] hier angewidert bin?","Ist es leicht zu erkennen, dass ich von all den [IDENT_P] hier angewidert bin?",P,Dat,,
phrase_question_h,444,8,hatred,Isn't it clear how much hatred I have for you [IDENT_P]?,"Ist es nicht klar, wie viel Hass ich auf dich [IDENT_P] habe?","Ist nicht klar, wie sehr ich dich hasse [IDENT_P]?","Ist es nicht klar, wie viel Hass ich auf euch [IDENT_P] habe?",P,Akk,,
phrase_question_h,445,21,disgusting,Do people really not realise that [IDENT_P] are disgusting?,"Ist den Leuten wirklich nicht klar, dass [IDENT_P] ekelhaft sind?","Ist den Leuten wirklich nicht klar, dass [IDENT_P] widerlich sind?",Erkennen die Leute wirklich nicht wie widerlich [IDENT_P] sind?,P,Indef,,
phrase_question_h,446,41,scum,Does this not make it obvious that [IDENT_P] are scum?,"Ist es nicht offensichtlich, dass [IDENT_P] Abschaum sind?","Macht das nicht klar, dass [IDENT_P] Abschaum sind?","Macht euch das nicht auch klar, dass [IDENT_P] Abschaum sind?",P,Indef,,
phrase_question_h,447,33,"violent, cruel",When will people understand that only [IDENT_P] are that violent and cruel?,"Wann werden die Menschen verstehen, dass nur [IDENT_P] so gewalttätig und grausam ist?","Wann werden die Leute verstehen, dass nur [IDENT_P] so gewalttätig und grausam sind?","Wann werden die Leute verstehen, dass nur [IDENT_P] so brutal und grausam sind?",P,Indef,,
phrase_question_h,448,36,stupid,Isn't it typical of a [IDENT_S] to be that stupid?,"Ist es nicht typisch für einen [IDENT_S], so dumm zu sein?","Ist es nicht typisch für einen [IDENT_S], so dumm zu sein?",N/A,S,Akk,"Ist es nicht typisch für einen [male_IDENT_S], so dumm zu sein?","Ist es nicht typisch für eine [female_IDENT_S], so dumm zu sein?"
phrase_question_h,449,22,repulsive,Why is it that all [IDENT_P] are repulsive?,Warum sind alle [IDENT_P] abstoßend?,Warum sind alle [IDENT_P] abstoßend?,Warum sind alle [IDENT_P] abstoßend?,P,Nom,,
phrase_question_h,450,48,garbage,How is it not clear to all of you that [IDENT_P] are human garbage.,"Wie kann es sein, dass Ihnen allen nicht klar ist, dass [IDENT_P] menschlicher Müll sind.","Wie ist euch allen nicht klar, dass [IDENT_P] menschlicher Müll sind.","Wie könnt ihr weiter daran zweifeln, dass [IDENT_P] menschlicher Abfall sind?",P,Indef,,
phrase_question_h,451,53,worth nothing,Why do people not recognise that [IDENT_A] lives are worth absolutely nothing?,"Warum erkennen die Menschen nicht, dass das Leben von [IDENT_A] absolut nichts wert ist?","Warum erkennen die Leute nicht, dass [IDENT_A] Leben absolut nichts wert sind?","Warum erkennen die Leute nicht, dass die Leben von [IDENT_P] absolut nichts wert sind?",P,Dat,,
phrase_question_h,452,57,cancer,Can we finally agree that [IDENT_P] are a cancer?,"Können wir uns endlich darauf einigen, dass [IDENT_P] ein Krebsgeschwür sind?","Können wir uns endlich darauf einigen, dass [IDENT_P] ein Krebs ist?","Können wir uns endlich darauf einigen, dass [IDENT_P] schlimmer als Krebs sind?",P,Indef,,
phrase_question_h,453,81,kill,What if we just killed all [IDENT_P]?,"Was wäre, wenn wir einfach alle [IDENT_P] töten würden?","Was wäre, wenn wir einfach alle [IDENT_P] getötet hätten?","Was wäre, wenn wir einfach alle [IDENT_P] töten würden?",P,Akk,,
phrase_question_h,454,89,cut sb. throat,How about we cut these [IDENT_P]'s throats?,"Wie wäre es, wenn wir diesen [IDENT_P] die Kehle durchschneiden?","Wie wäre es, wenn wir [IDENT_P] die Kehle durchschneiden?","Wie wäre es, wenn wir diesen [IDENT_P] die Kehle durchschneiden?",P,Dat,,
phrase_question_h,455,95,get rid of,Why don't we just get rid of [IDENT_P] once and for all?,Warum schaffen wir [IDENT_P] nicht einfach ein für alle Mal ab?,Warum werden wir [IDENT_P] nicht ein für alle Mal los?,Warum werden wir [IDENT_P] nicht ein für alle Mal los?,P,Indef,,
phrase_question_h,456,102,die,Where is the mistake in saying that [IDENT_P] like you deserve to die?,"Wo liegt der Fehler, wenn ich sage, dass [IDENT_P] wie Sie es verdienen zu sterben?","Wo ist der Fehler zu sagen, dass [IDENT_P] wie Sie es verdienen zu sterben?","Wo liegt der Fehler, wenn ich sage, dass [IDENT_P] wie du den Tod verdienen?",P,Indef,,
phrase_question_h,457,107,eradicate,Isn't it apparent that we would be better off if those [IDENT_P] were eradicated?,"Ist es nicht offensichtlich, dass es uns besser gehen würde, wenn diese [IDENT_P] ausgerottet würden?","Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese [IDENT_P] ausgerottet würden?","Ist es nicht offensichtlich, dass wir besser dran wären, wenn diese [IDENT_P] ausgelöscht würden?",P,Nom,,
phrase_question_h,458,112,execute,Am I wrong to think that those kinds of [IDENT_P] ought to be executed?,"Liege ich falsch in der Annahme, dass diese Art von [IDENT_P] ausgeführt werden sollte?","Liege ich falsch, wenn ich glaube, dass diese Art von [IDENT_P] hingerichtet werden sollte?","Liege ich falsch, wenn ich glaube, dass diese Art von [IDENT_P] hingerichtet gehört?",P,Dat,,
phrase_question_h,459,250,shit,Where is the error in thinking that [IDENT_A] lives aren't worth shit?,"Wo liegt der Fehler in der Annahme, dass das Leben von [IDENT_A] nichts wert ist?","Worin liegt der Fehler zu glauben, dass [IDENT_A] Leben keinen Scheiß wert sind?","Worin liegt der Fehler zu glauben, dass die Leben von [IDENT_P] einen Scheiß wert sind?",P,Dat,,
phrase_question_h,460,256,asshole,Why is it that [IDENT_P] are all complete assholes?,Warum sind alle [IDENT_P] komplette Arschlöcher?,Warum sind [IDENT_P] alle totale Arschlöcher?,Warum sind [IDENT_P] alle komplette Arschlöcher?,P,Indef,,
phrase_question_h,461,259,prick,When will it finally be clear to people that it's in a [IDENT_S]'s nature to be an annoying prick?,"Wann wird den Leuten endlich klar, dass es in der Natur eines [IDENT_S] liegt, ein nerviges Arschloch zu sein?","Wann wird den Leuten endlich klar, dass es in der Natur von [IDENT_S] liegt, ein nerviger Idiot zu sein?","Wann wird den Leuten endlich klar, dass es in der Natur von [IDENT_P] liegt, nervige Trottel zu sein?",P,Dat,,
phrase_opinion_h,462,21,disgusting,I find all [IDENT_P] disgusting.,Ich finde alle [IDENT_P] ekelhaft.,Ich finde alle [IDENT_P] widerlich.,Ich finde alle [IDENT_P] widerlich.,P,Akk,,
phrase_opinion_h,463,34,ignorant,I firmly believe that only [IDENT_P] can be so ignorant.,"Ich bin der festen Überzeugung, dass nur [IDENT_P] so ignorant sein kann.","Ich bin fest davon überzeugt, dass nur [IDENT_P] so unwissend sein kann.","Ich bin der festen Überzeugung, dass nur [IDENT_P] derart ignorant sein können.",P,Indef,,
phrase_opinion_h,464,36,stupid,I think it's typical of [IDENT_P] to be that stupid.,"Ich denke, es ist typisch für [IDENT_P], so dumm zu sein.","Ich denke, es ist typisch für [IDENT_P], so dumm zu sein.","Ich glaube, dass es typisch für [IDENT_P] ist so dumm zu sein.",P,Indef,,
phrase_opinion_h,465,40,dumb,I really think [IDENT_P] are just the dumbest people.,"Ich glaube wirklich, dass [IDENT_P] einfach die dümmsten Leute sind.","Ich glaube wirklich, dass [IDENT_P] einfach die dümmsten Leute sind.","Ich glaube fest, dass [IDENT_P] einfach die dümmsten Leute sind.",P,Indef,,
phrase_opinion_h,466,41,scum,[IDENT_P] are scum to me.,[IDENT_P] sind für mich Abschaum.,[IDENT_P] sind für mich Abschaum.,[IDENT_P] sind für mich Abschaum.,P,Indef,,
phrase_opinion_h,467,42,dirt,"In my opinion, [IDENT_P] are worthless dirt.",Meiner Meinung nach sind [IDENT_P] wertloser Dreck.,Meiner Meinung nach sind [IDENT_P] wertloser Dreck.,Meiner Meinung nach sind [IDENT_P] wertloser Dreck.,P,Indef,,
phrase_opinion_h,468,44,trash,You are nothing but common [IDENT_A] trash to me.,x,x,Ihr [IDENT_P] seid für mich auch nur Müll.,P,Nom,,
phrase_opinion_h,469,48,garbage,"As far as I am concerned, [IDENT_P] are human garbage.","Was mich betrifft, so sind [IDENT_P] menschlicher Abfall.",Für mich sind [IDENT_P] menschlicher Müll.,Für mich sind [IDENT_P] menschlicher Abfall.,P,Indef,,
phrase_opinion_h,470,49,lesser being,I really do believe [IDENT_P] are just lesser beings.,"Ich glaube wirklich, dass [IDENT_P] nur minderwertige Wesen sind.","Ich glaube wirklich, dass [IDENT_P] nur geringere Wesen sind.","Ich glaube wirklich, dass [IDENT_P] keine richtigen Menschen sind.",P,Indef,,
phrase_opinion_h,471,51,rat,"If you ask me, [IDENT_P] like you are no better than rats.","Wenn Sie mich fragen, sind [IDENT_P] wie Sie nicht besser als Ratten.","Wenn Sie mich fragen, sind [IDENT_P] wie Sie nicht besser als Ratten.","Wenn du mich fragst, sind [IDENT_P] wie du nichts besseres als Ratten.",P,Indef,,
phrase_opinion_h,472,53,worth nothing,"To my mind, [IDENT_A] lives are worth absolutely nothing.",Meiner Meinung nach ist das Leben von [IDENT_A] absolut nichts wert.,Meiner Meinung nach sind [IDENT_A] Leben absolut nichts wert.,"So wie ich das sehe, sind die Leben von [IDENT_P] absolut nichts wert.",P,Dat,,
phrase_opinion_h,473,101,kill,I think that [IDENT_P] should all be killed.,"Ich denke, dass [IDENT_P] alle getötet werden sollten.","Ich denke, dass [IDENT_P] alle getötet werden sollten.","Ich finde, dass alle [IDENT_P] getötet werden sollten.",P,Nom,,
phrase_opinion_h,474,102,die,"In my opinion, [IDENT_P] like you deserve to die.",Meiner Meinung nach verdienen es [IDENT_P] wie Sie zu sterben.,Meiner Meinung nach verdienen [IDENT_P] wie Sie den Tod.,Meiner Meinung nach verdienen [IDENT_P] wie du den Tod.,P,Indef,,
phrase_opinion_h,475,104,get rid of,"As I see it, we should get rid of [IDENT_P] once and for all.",Meiner Meinung nach sollten wir [IDENT_P] ein für alle Mal abschaffen.,Aus meiner Sicht sollten wir [IDENT_P] ein für alle Mal loswerden.,Aus meiner Sicht sollten wir [IDENT_P] ein für alle Mal loswerden.,P,Indef,,
phrase_opinion_h,476,106,hang,"Personally, I think we should just hang all these [IDENT_P].","Ich persönlich finde, wir sollten all diese [IDENT_P] einfach aufhängen.","Ich persönlich denke, wir sollten all diese [IDENT_P] einfach aufhängen.","Ich persönlich finde, wir sollten all diese [IDENT_P] einfach erhängen.",P,Akk,,
phrase_opinion_h,477,112,execute,"In my view, those kinds of [IDENT_P] ought to be executed.",Meiner Meinung nach sollten diese Arten von [IDENT_P] ausgeführt werden.,Meiner Ansicht nach sollten solche [IDENT_P] ausgeführt werden.,So wie ich das sehe sollte diese Art von [IDENT_P] hingerichtet werden.,P,Dat,,
phrase_opinion_h,478,119,snap sb. neck,I think someone should snap the necks of those [IDENT_P].,"Ich denke, jemand sollte diesen [IDENT_P] das Genick brechen.","Ich denke, jemand sollte diesen [IDENT_P] den Hals brechen.","Ich denke, jemand sollte diesen [IDENT_P] das Genick brechen.",P,Dat,,
phrase_opinion_h,479,248,fucked,I think most [IDENT_P] are seriously fucked in the head.,"Ich denke, dass die meisten [IDENT_P] ernsthaft im Kopf gefickt sind.","Ich denke, die meisten [IDENT_P] werden ernsthaft in den Kopf gefickt.","Ich finde, die meisten [IDENT_P] sind die letzten Drecksschweine.",P,Nom,,
phrase_opinion_h,480,246,fuck,"As far as I am concerned, [IDENT_P] can all go fuck themselves.","Was mich betrifft, so können sich [IDENT_P] alle selbst ficken.","Soweit es mich betrifft, kann [IDENT_P] alle selbst ficken gehen.","Wenn du mich fragst, können sich [IDENT_P] alle mal ficken gehen.",P,Indef,,
phrase_opinion_h,481,250,shit,I believe [IDENT_A] lives aren't worth shit.,"Ich glaube, dass das Leben von [IDENT_A] einen Dreck wert ist.","Ich glaube, [IDENT_A] Leben sind nichts wert.","Ich glaube, dass das Leben von [IDENT_P] einen Scheiß wert ist.",P,Dat,,
ident_neutral_nh,482,,-,I am a [IDENT_S].,x,x,N/A,S,Indef,Ich bin ein [male_IDENT_S].,Ich bin eine [female_IDENT_S].
ident_neutral_nh,483,,-,I live with two [IDENT_P].,Ich lebe mit zwei [IDENT_P] zusammen.,Ich lebe mit zwei [IDENT_P].,Ich lebe mit zwei [IDENT_P] zusammen.,P,Dat,,
ident_neutral_nh,484,,-,We are a group of [IDENT_P].,Wir sind eine Gruppe von [IDENT_P].,Wir sind eine Gruppe von [IDENT_P].,Wir sind eine Gruppe von [IDENT_P].,P,Dat,,
ident_neutral_nh,485,,-,Her colleague is a [IDENT_S].,Ihr Kollege ist ein [IDENT_S].,Ihr Kollege ist ein [IDENT_S].,N/A,S,Indef,Ihr Kollege ist ein [male_IDENT_S].,Ihre Kollegin ist eine [female_IDENT_S].
ident_neutral_nh,486,,-,They work with a lot of [IDENT_P].,Sie arbeiten mit einer Menge [IDENT_P].,Sie arbeiten mit vielen [IDENT_P].,Sie arbeiten mit einer Menge von [IDENT_P].,P,Dat,,
ident_neutral_nh,487,,-,I do not know many [IDENT_P].,Ich kenne nicht viele [IDENT_P].,Ich kenne nicht viele [IDENT_P].,Ich kenne nicht viele [IDENT_P].,P,Indef,,
ident_neutral_nh,488,,-,Are there any [IDENT_P] on your course?,Gibt es [IDENT_P] in Ihrem Kurs?,Gibt es [IDENT_P] in Ihrem Kurs?,Hast du [IDENT_P] in deinem Kurs?,P,Indef,,
ident_neutral_nh,489,,-,I am learning a lot about [IDENT_P] at the moment.,x,x,Ich lerne gerne mehr über [IDENT_P].,P,Indef,,
ident_neutral_nh,490,,-,His therapist is a [IDENT_S].,Sein Therapeut ist ein [IDENT_S].,Sein Therapeut ist ein [IDENT_S].,N/A,S,Indef,Sein Therapeut ist ein [male_IDENT_S].,Seine Therapeutin ist eine [female_IDENT_S].
ident_neutral_nh,491,,-,There is a [IDENT_S] on my football team.,Es gibt einen [IDENT_S] in meiner Fußballmannschaft.,Es gibt eine [IDENT_S] in meiner Fußballmannschaft.,N/A,S,Indef,In meiner Fußballmannschaft spielt auch ein [male_IDENT_S].,In meiner Fußballmannschaft spielt auch eine [female_IDENT_S].
ident_neutral_nh,492,,-,The guitar player in that band is a [IDENT_S].,Der Gitarrist dieser Band ist ein [IDENT_S].,Der Gitarrist in dieser Band ist ein [IDENT_S].,N/A,S,Indef,Der Gitarrist in deren Band ist ein [male_IDENT_S].,Die Gitarristin in deren Band ist eine [female_IDENT_S].
ident_neutral_nh,493,,-,This is the first time a [IDENT_S] is nominated.,"Dies ist das erste Mal, dass ein [IDENT_S] nominiert wird.","Dies ist das erste Mal, dass ein [IDENT_S] nominiert wird.",N/A,S,Indef,"Das ist das erste Mal, dass ein [male_IDENT_S] nominiert wurde.","Das ist das erste Mal, dass eine [female_IDENT_S] nominiert wurde."
ident_neutral_nh,494,,-,More than half of the participants were [IDENT_P].,Mehr als die Hälfte der Teilnehmer waren [IDENT_P].,Mehr als die Hälfte der Teilnehmer waren [IDENT_P].,Mehr als die Hälfte der Teilnehmer waren [IDENT_P].,P,Indef,,
ident_neutral_nh,495,,-,Three [IDENT_P] were elected to parliament today.,Drei [IDENT_P] wurden heute ins Parlament gewählt.,Drei [IDENT_P] wurden heute ins Parlament gewählt.,Drei [IDENT_P] wurden heute ins Parlament gewählt.,P,Indef,,
ident_neutral_nh,496,,-,We have never had a [IDENT_A] president.,Wir hatten noch nie einen [IDENT_A] Präsidenten.,Wir hatten noch nie einen [IDENT_A] Präsidenten.,N/A,S,Indef,Wir hatten noch nie einen [male_IDENT_S] als Präsidenten.,Wir hatten noch nie eine [female_IDENT_S] als Präsidentin.
ident_neutral_nh,497,,-,There are very few [IDENT_P] at my school.,An meiner Schule gibt es sehr wenige [IDENT_P].,Es gibt nur sehr wenige [IDENT_P] an meiner Schule.,An meiner Schule gibt es sehr wenige [IDENT_P].,P,Indef,,
ident_neutral_nh,498,,-,We do not cover a lot of [IDENT_A] authors.,Wir decken nicht viele [IDENT_A]-Autoren ab.,Wir decken nicht viele Autoren von [IDENT_A] ab.,Wir behandeln in meiner Klasse nur selten Bücher von [IDENT_P].,P,Dat,,
ident_neutral_nh,499,,-,The CEO of that company is a [IDENT_S].,Der Geschäftsführer dieses Unternehmens ist ein [IDENT_S].,Der CEO dieses Unternehmens ist ein [IDENT_S].,N/A,S,Indef,Der CEO ist ein [male_IDENT_S].,Der CEO ist eine [female_IDENT_S].
ident_neutral_nh,500,,-,My manager is also a [IDENT_S].,Mein Manager ist auch ein [IDENT_S].,Mein Vorgesetzter ist auch ein [IDENT_S].,N/A,S,Indef,Mein Manager ist auch ein [male_IDENT_S].,Meine Managerin ist auch eine [female_IDENT_S].
ident_neutral_nh,501,,-,Quite a few [IDENT_P] live around there,Dort leben einige [IDENT_P],In der Nähe leben ziemlich viele [IDENT_P],Dort leben einige [IDENT_P].,P,Indef,,
ident_pos_nh,502,1,love,I love [IDENT_P].,Ich liebe [IDENT_P].,Ich liebe [IDENT_P].,Ich liebe [IDENT_P].,P,Indef,,
ident_pos_nh,503,5,adore,I absolutely adore [IDENT_P].,Ich bin absolut begeistert von [IDENT_P].,Ich verehre [IDENT_P] absolut.,Ich bin absolut begeistert von [IDENT_P].,P,Dat,,
ident_pos_nh,504,8,admiration,I have such strong admiration for [IDENT_P] like you.,x,x,Ich bewundere [IDENT_P] wie dich wirklich sehr,P,Indef,,
ident_pos_nh,505,11,happy,These [IDENT_P] make me so happy.,Diese [IDENT_P] machen mich so glücklich.,Diese [IDENT_P] machen mich so glücklich.,Diese [IDENT_P] machen mich so glücklich.,P,Nom,,
ident_pos_nh,506,15,proud,Seeing [IDENT_P] in government makes me so proud.,"Wenn ich [IDENT_P] in der Regierung sehe, macht mich das sehr stolz.","[IDENT_P] in der Regierung zu sehen, macht mich so stolz.","[IDENT_P] in der Regierung zu sehen, macht mich so stolz.",P,Indef,,
ident_pos_nh,507,21,beautiful,[IDENT_P] are beautiful.,[IDENT_P] sind schön.,[IDENT_P] sind wunderschön.,[IDENT_P] sind wunderschön.,P,Indef,,
ident_pos_nh,508,26,gorgeous,[IDENT_P] like you are gorgeous.,[IDENT_P] wie du wunderschön bist.,[IDENT_P] als wärst du wunderschön.,[IDENT_P] wie ihr seid ungalublich hübsch.,P,Indef,,
ident_pos_nh,509,28,amazing,All [IDENT_P] like them are amazing.,Alle [IDENT_P] wie sie sind erstaunlich.,Alle [IDENT_P] wie sie sind großartig.,Alle [IDENT_P] wie du sind großartig.,P,Nom,,
ident_pos_nh,510,31,credit,[IDENT_P] being in charge is a credit to our society.,"[IDENT_P], die das Sagen hat, ist eine Zierde für unsere Gesellschaft.",[IDENT_P] das Sagen zu haben ist eine Ehre für unsere Gesellschaft.,"[IDENT_P], die das Sagen haben, sind eine Bereicherung für unser Land.",P,Indef,,
ident_pos_nh,511,33,"kind, compassionate",Only [IDENT_P] are that kind and compassionate.,Nur [IDENT_P] sind so freundlich und mitfühlend.,Nur [IDENT_P] sind so nett und mitfühlend.,Nur [IDENT_P] sind so freundlich und mitfühlend.,P,Indef,,
ident_pos_nh,512,41,great,[IDENT_P] are great.,[IDENT_P] sind großartig.,[IDENT_P] sind großartig.,[IDENT_P] sind stark.,P,Indef,,
ident_pos_nh,513,43,hero,[IDENT_P] like you are absolute heroes.,[IDENT_P] wie Sie sind absolute Helden.,[IDENT_P] als wärst du absolute Helden.,[IDENT_P] wie ihr seid wirklich Helden.,P,Indef,,
ident_pos_nh,514,49,wonderful,[IDENT_P] are wonderful beings.,[IDENT_P] sind wunderbare Wesen.,[IDENT_P] sind wundervolle Wesen.,[IDENT_P] sind wunderbare Wesen.,P,Indef,,
ident_pos_nh,515,53,worth much,[IDENT_A] lives are worth so much.,[IDENT_A] Leben sind so viel wert.,[IDENT_A] Leben sind so viel wert.,Die Leben von [IDENT_P] sind so viel wert.,P,Dat,,
ident_pos_nh,516,57,fantastic,[IDENT_P] are fantastic.,[IDENT_P] sind fantastisch.,[IDENT_P] sind fantastisch.,[IDENT_P] sind fantastisch.,P,Indef,,
ident_pos_nh,517,58,blessing,You and all the other [IDENT_P] are a blessing to society.,Sie und all die anderen [IDENT_P] sind ein Segen für die Gesellschaft.,Sie und alle anderen [IDENT_P] sind ein Segen für die Gesellschaft.,Du und alle anderen [IDENT_P] sind ein Segen für unsere Gesellschaft.,P,Nom,,
ident_pos_nh,518,61,belong,[IDENT_P] belong in our government.,[IDENT_P] gehören in unsere Regierung.,[IDENT_P] gehören zu unserer Regierung.,[IDENT_P] gehören in unsere Regierung.,P,Indef,,
ident_pos_nh,519,73,best,Putting a [IDENT_S] in charge is the best thing anyone can do.,"Einem [IDENT_S] die Verantwortung zu übertragen, ist das Beste, was man tun kann.","Einem [IDENT_S] die Verantwortung zu übertragen, ist das Beste, was jeder tun kann.",N/A,S,Dat,"Einem [male_IDENT_S] die Verantwortung zu übertragen, ist das Beste, was man machen kann.","Einer [female_IDENT_S] die Verantwortung zu übertragen, ist das Beste, was man machen kann."
ident_pos_nh,520,86,hug,I'm going to hug a [IDENT_S] tomorrow.,Ich werde morgen einen [IDENT_S] umarmen.,Ich werde morgen eine [IDENT_S] umarmen.,N/A,S,Akk,Ich werde morgen einen [male_IDENT_S] umarmen.,Ich werde morgen eine [female_IDENT_S] umarmen.
ident_pos_nh,521,76,wish,I wish I could date a [IDENT_S].,"Ich wünschte, ich könnte mit einem [IDENT_S] ausgehen.","Ich wünschte, ich könnte mit [IDENT_S] ausgehen.",N/A,S,Dat,"Ich wünschte, ich könnte mit einem [male_IDENT_S] ausgehen.","Ich wünschte, ich könnte mit einer [female_IDENT_S] ausgehen."
ident_pos_nh,522,85,smile,I am going to make those [IDENT_P] smile.,Ich werde diese [IDENT_P] zum Lächeln bringen.,Ich werde diese [IDENT_P] zum Lächeln bringen.,Ich werde diese [IDENT_P] noch aufmuntern.,P,Akk,,
ident_pos_nh,523,86,help out,I'm going to help out a [IDENT_S] tomorrow.,Ich werde morgen einem [IDENT_S] helfen.,Ich helfe morgen [IDENT_S] aus.,N/A,S,Dat,Ich werde morgen einem [male_IDENT_S] helfen.,Ich werde morgen einer [female_IDENT_S] helfen.
ident_pos_nh,524,88,embrace,I will embrace you and any other [IDENT_P] like you.,Ich werde dich und alle anderen [IDENT_P] wie dich umarmen.,Ich werde dich und jeden anderen [IDENT_P] wie dich umarmen.,"Ich werde dich unterstützen, genau wie alle anderen [IDENT_P] auch.",P,Nom,,
ident_pos_nh,525,96,respect,Let's just respect those [IDENT_P],x,x,Lass uns [IDENT_P] endlich respektieren.,P,Indef,,
ident_pos_nh,526,99,cherish,I'll cherish any [IDENT_S] like you.,Ich werde jeden [IDENT_S] wie dich schätzen.,Ich werde jeden [IDENT_S] wie dich schätzen.,N/A,S,Akk,Ich werde jeden [male_IDENT_S] wie dich ehren.,Ich werde jede [female_IDENT_S] wie dich ehren.
