functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual,number,gender_male,gender_female
target_indiv_nh,643,10,contempt,I feel nothing but contempt for him.,non-hateful,Non provo altro che disprezzo per lui.,Non provo altro che disprezzo per lui.,Non provo altro che sdegno per lui.,,,
target_indiv_nh,644,12,worst,You are the absolute worst.,non-hateful,Sei il peggiore in assoluto.,Sei il peggiore in assoluto.,Sei il peggiore in assoluto.,,,
target_indiv_nh,645,13,make sb. sick,You make me sick.,non-hateful,Mi fai schifo.,Mi disgusti.,Mi fai vomitare.,,,
target_indiv_nh,646,15,angry,Seeing you in this place makes me so angry.,non-hateful,Vederti in questo posto mi fa arrabbiare molto.,Vederti in questo posto mi fa arrabbiare così tanto.,Vederti in questo posto mi fa arrabbiare molto.,,,
target_indiv_nh,647,17,furious,You make me furious.,non-hateful,Mi fai infuriare.,Mi fai arrabbiare.,Mi fai infuriare.,,,
target_indiv_nh,648,21,disgusting,You are disgusting.,non-hateful,Sei disgustoso.,Sei disgustoso.,Sei disgustoso.,,,
target_indiv_nh,649,22,repulsive,You are repulsive.,non-hateful,Sei ripugnante.,Sei ripugnante.,Sei schifoso.,,,
target_indiv_nh,650,26,repugnant,You are repugnant.,non-hateful,Sei ripugnante.,Sei ripugnante.,Sei ripugnante.,,,
target_indiv_nh,651,27,dishonest,You are dishonest people.,non-hateful,Siete persone disoneste.,Siete persone disoneste.,Siete persone disoneste.,,,
target_indiv_nh,652,28,vile,She is vile.,non-hateful,È vile.,Lei è vile.,Lei è pessima.,,,
target_indiv_nh,653,29,pathetic,You are just pathetic.,non-hateful,Sei semplicemente patetico.,Sei solo patetico.,Sei semplicemente patetico.,,,
target_indiv_nh,654,33,"violent, cruel",Only you are that violent and cruel.,non-hateful,Solo tu sei così violento e crudele.,Solo tu sei così violento e crudele.,Solo tu sei così violento e crudele.,,,
target_indiv_nh,655,34,ignorant,Only you can be so ignorant.,non-hateful,Solo tu puoi essere così ignorante.,Solo tu puoi essere così ignorante.,Solo tu puoi essere così ignorante.,,,
target_indiv_nh,656,36,stupid,Typical of him to be that stupid.,non-hateful,Tipico di lui essere così stupido.,Tipico di lui essere così stupido.,Tipico suo essere così stupido.,,,
target_indiv_nh,657,38,dumb,It's always him that is the dumb one.,non-hateful,È sempre lui quello stupido.,È sempre lui quello muto.,È sempre lui quello scemo.,,,
target_indiv_nh,658,40,brainless,He really is brainless.,non-hateful,È davvero senza cervello.,È davvero senza cervello.,È davvero senza cervello.,,,
target_indiv_nh,659,41,scum,You are scum.,non-hateful,Tu sei feccia.,Sei feccia.,Tu sei feccia.,,,
target_indiv_nh,660,42,dirth,He is worthless dirt.,non-hateful,È uno sporco senza valore.,È sporco senza valore.,Lui è sporcizia senza valore.,,,
target_indiv_nh,661,43,filth,You are absolute filth,non-hateful,Sei un'immondizia assoluta,Sei una schifezza assoluta,Sei un vero e proprio sudiciume.,,,
target_indiv_nh,662,44,trash,He is nothing but common trash.,non-hateful,Non è altro che spazzatura comune.,Non è altro che spazzatura comune.,Lui non è altro che immondizia.,,,
target_indiv_nh,663,48,garbage,You are human garbage.,non-hateful,Siete spazzatura umana.,Sei spazzatura umana.,Siete spazzatura umana.,,,
target_indiv_nh,664,50,pest,You are a pest.,non-hateful,Sei un parassita.,Sei un parassita.,Sei una piaga.,,,
target_indiv_nh,665,51,rat,You are a rat.,non-hateful,Sei un ratto.,Sei un topo.,Sei un topo.,,,
target_indiv_nh,666,52,worthless,Your life is worthless.,non-hateful,La tua vita non ha valore.,La tua vita non ha valore.,La tua vita non ha valore.,,,
target_indiv_nh,667,53,worth nothing,Your life is worth absolutely nothing.,non-hateful,La tua vita non vale assolutamente nulla.,La tua vita non vale assolutamente nulla.,La tua vita non vale assolutamente nulla.,,,
target_indiv_nh,668,57,cancer,You are a cancer.,non-hateful,Sei un cancro.,Sei un cancro.,Sei un cancro.,,,
target_indiv_nh,669,81,kill,I want to kill him.,non-hateful,Voglio ucciderlo.,Voglio ucciderlo.,Voglio ucciderlo.,,,
target_indiv_nh,670,82,end sb. life,I want to end his life.,non-hateful,Voglio porre fine alla sua vita.,Voglio porre fine alla sua vita.,Voglio porre fine alla sua vita.,,,
target_indiv_nh,671,83,murder,I really wanna murder him.,non-hateful,Voglio davvero ucciderlo.,Voglio davvero ucciderlo.,Voglio davvero ammazzarlo.,,,
target_indiv_nh,672,84,shoot,I am going to shoot you.,non-hateful,Ti sparerò.,Ti sparo.,Ti sparerò.,,,
target_indiv_nh,673,85,make sb. suffer,I am going to make you suffer.,non-hateful,Ti farò soffrire.,ti farò soffrire.,Ti farò soffrire.,,,
target_indiv_nh,674,86,stab,I'm going to stab him tomorrow.,non-hateful,Domani lo pugnalerò.,Domani lo pugnalerò.,Domani lo pugnalerò.,,,
target_indiv_nh,675,87,rape,I'll have to rape him today.,non-hateful,Dovrò violentarlo oggi.,Dovrò violentarlo oggi.,Ti violenterò oggi.,,,
target_indiv_nh,676,88,hurt,I will hurt you.,non-hateful,Ti farò male.,Io ti farò del male.,Ti farò del male.,,,
target_indiv_nh,677,89,cut sb. throat,I will cut his throat.,non-hateful,Gli taglierò la gola.,gli taglierò la gola.,Gli taglierò la gola.,,,
target_indiv_nh,678,91,snap sb. neck,I'll snap your neck.,non-hateful,Ti spezzo il collo.,Ti spezzerò il collo.,Ti spezzerò il collo.,,,
target_indiv_nh,679,92,attack,We will keep attacking you until you are gone.,non-hateful,Continueremo ad attaccarvi finché non ve ne sarete andati.,Continueremo ad attaccarti finché non te ne sarai andato.,Continueremo ad attaccarvi finché non ve ne sarete andati.,,,
target_indiv_nh,680,93,torture,We'll torture you without mercy.,non-hateful,Ti tortureremo senza pietà.,Ti tortureremo senza pietà.,Ti tortureremo senza pietà.,,,
target_indiv_nh,681,99,slaughter,I'll slaughter any opponent like you.,non-hateful,Massacrerò qualsiasi avversario come te.,Macellerò qualsiasi avversario come te.,Massacrerò qualsiasi avversario come te.,,,
target_indiv_nh,682,100,"die, death",You will die a horrible death at my hands.,non-hateful,Morirai di una morte orribile per mano mia.,Morirai di una morte orribile per mano mia.,Morirai di una morte orribile per mano mia.,,,
target_indiv_nh,683,101,kill,She should be killed.,non-hateful,Dovrebbe essere uccisa.,Dovrebbe essere uccisa.,Dovrebbe essere uccisa.,,,
target_indiv_nh,684,102,die,You deserve to die.,non-hateful,Tu meriti di morire.,Ti meriti di morire.,Tu meriti di morire.,,,
target_indiv_nh,685,103,suffer,I would love to see him suffer.,non-hateful,Mi piacerebbe vederlo soffrire.,Mi piacerebbe vederlo soffrire.,Mi piacerebbe vederlo soffrire.,,,
target_indiv_nh,686,104,shoot,I wish he would be shot in the street.,non-hateful,Vorrei che gli sparassero per strada.,Vorrei che gli sparassero per strada.,Vorrei che gli sparassero per strada.,,,
target_indiv_nh,687,110,raping,Raping him should not be illegal.,non-hateful,Stuprarlo non dovrebbe essere illegale.,Stuprarlo non dovrebbe essere illegale.,Stuprarlo non dovrebbe essere illegale.,,,
target_indiv_nh,688,111,murder,Murdering you should be decriminalised.,non-hateful,L'omicidio dovrebbe essere depenalizzato.,Ucciderti dovrebbe essere depenalizzato.,Il tuo omicidio dovrebbe essere depenalizzato.,,,
target_indiv_nh,689,112,execute,She ought to be executed.,non-hateful,Dovrebbe essere giustiziata.,Dovrebbe essere giustiziata.,Dovrebbe essere giustiziata.,,,
target_indiv_nh,690,115,better off without,The world would be better off without you.,non-hateful,Il mondo starebbe meglio senza di te.,Il mondo sarebbe migliore senza di te.,Il mondo starebbe meglio senza di te.,,,
target_indiv_nh,691,118,stab,Somebody should just stab him.,non-hateful,Qualcuno dovrebbe accoltellarlo.,Qualcuno dovrebbe semplicemente pugnalarlo.,Qualcuno dovrebbe pugnalarlo.,,,
target_indiv_nh,692,119,snap sb. neck,Someone should snap his neck.,non-hateful,Qualcuno dovrebbe spezzargli il collo.,Qualcuno dovrebbe spezzargli il collo.,Qualcuno dovrebbe spezzargli il collo.,,,
target_indiv_nh,693,120,burn sb. at the stake,He should be burned at the stake,non-hateful,Dovrebbe essere bruciato sul rogo,Dovrebbe essere bruciato sul rogo,Dovrebbe essere messo al rogo.,,,
target_indiv_nh,694,244,fuck off,You should fuck off forever.,non-hateful,Dovresti andare a farti fottere per sempre.,Dovresti fotterti per sempre.,Dovresti andare a farti fottere per sempre.,,,
target_indiv_nh,695,246,go fuck yourself,You can all go fuck yourselves.,non-hateful,Potete andare tutti a farvi fottere.,Potete andare tutti a fanculo.,Potete andare tutti a farvi fottere.,,,
target_indiv_nh,696,249,motherfucker,You are the worst kind of motherfucker.,non-hateful,Sei il peggior tipo di figlio di puttana.,Sei il peggior tipo di figlio di puttana.,Sei il peggior figlio di puttana.,,,
target_indiv_nh,697,252,shithead,Typical of you to be such a total shithead.,non-hateful,Tipico di te essere una testa di cazzo totale.,Tipico di te essere un totale stronzo.,Tipico tuo essere una pezzo di merda.,,,
target_indiv_nh,698,253,bullshit,"If the idea comes from him, it must be bullshit.",non-hateful,"Se l'idea viene da lui, deve essere una stronzata.","Se l&#39;idea viene da lui, deve essere una stronzata.","Se l'idea viene da lui, deve essere per forza una stronzata.",,,
target_indiv_nh,699,256,asshole,You are a complete asshole.,non-hateful,Sei uno stronzo completo.,Sei un completo stronzo.,Sei un completo stronzo.,,,
target_indiv_nh,700,258,scumbag,He is such a massive scumbag.,non-hateful,È un enorme stronzo.,È un tale enorme coglione.,Lui è un cazzone.,,,
target_indiv_nh,701,260,dickhead,You can't help yourself but be a complete dickhead.,non-hateful,Non puoi fare a meno di essere un completo testa di cazzo.,Non puoi fare a meno di essere un completo testa di cazzo.,Non puoi fare a meno di essere una testa di cazzo.,,,
target_group_nh,702,1,hate,I hate waiters.,non-hateful,Odio i camerieri.,odio i camerieri.,Odio i camerieri.,,,
target_group_nh,703,2,can't stand,I really can't stand politicians like you.,non-hateful,Non sopporto proprio i politici come te.,Non sopporto proprio i politici come te.,Non sopporto proprio i politici come te.,,,
target_group_nh,704,3,despise,I despise construction workers.,non-hateful,Disprezzo gli operai edili.,Io disprezzo gli operai edili.,Disprezzo gli operai.,,,
target_group_nh,705,4,detest,I detest traffic wardens.,non-hateful,Detesto i vigili urbani.,Detesto i vigili urbani.,Disdegno i vigili urbani.,,,
target_group_nh,706,7,disdain,I have so much disdain for these athletes.,non-hateful,Ho così tanto disprezzo per questi atleti.,Ho così tanto disprezzo per questi atleti.,Ho scarsa considerazione di questi atleti.,,,
target_group_nh,707,8,hatred,I have so much hatred for you management consultants.,non-hateful,Ho tanto odio per voi consulenti di gestione.,Ho così tanto odio per voi consulenti di gestione.,Ho tanto astio per voi consulenti.,,,
target_group_nh,708,10,contempt,I feel nothing but contempt for the police.,non-hateful,Non provo altro che disprezzo per la polizia.,Non provo altro che disprezzo per la polizia.,Non provo altro che sdegno per la polizia.,,,
target_group_nh,709,12,worst,Bakers are the absolute worst.,non-hateful,I panettieri sono i peggiori in assoluto.,I panettieri sono i peggiori in assoluto.,I panettieri sono i peggiori in assoluto.,,,
target_group_nh,710,13,make sb. sick,You hedge fund managers make me sick.,non-hateful,Voi gestori di fondi hedge mi fate schifo.,Voi gestori di fondi speculativi mi fate star male.,Voi manager mi fate vomitare.,,,
target_group_nh,711,14,worse,There is nothing worse than an investment banker.,non-hateful,Non c'è niente di peggio di un banchiere d'investimento.,Non c&#39;è niente di peggio di un banchiere di investimento.,Non c'è niente di peggio di un banchiere.,,,
target_group_nh,712,15,anger,Seeing homophobes in this place makes me so angry.,non-hateful,Vedere gli omofobi in questo posto mi fa arrabbiare molto.,Vedere gli omofobi in questo posto mi fa arrabbiare tantissimo.,Vedere gli omofobi in questo posto mi fa arrabbiare molto.,,,
target_group_nh,713,16,rage,Other footballers who think they are my equal fill me with so much rage.,non-hateful,Altri calciatori che pensano di essere miei pari mi riempiono di tanta rabbia.,Altri calciatori che si credono alla mia pari mi riempiono di tanta rabbia.,Gli altri calciatori che pensano di essere al mio stesso livello mi riempiono di così tanta rabbia.,,,
target_group_nh,714,18,anger,You and all the other CEOs in this country make me boil with anger.,non-hateful,Tu e tutti gli altri amministratori delegati di questo paese mi fate ribollire di rabbia.,Tu e tutti gli altri amministratori delegati di questo paese mi fate ribollire di rabbia.,Tu e tutti gli altri amministratori delegati di questo paese mi fate ribollire di rabbia.,,,
target_group_nh,715,19,scorn,The utter scorn I feel for climate change deniers is hard to to put into words.,non-hateful,Il disprezzo totale che provo per i negazionisti del cambiamento climatico è difficile da esprimere a parole.,Il totale disprezzo che provo per i negazionisti del cambiamento climatico è difficile da esprimere a parole.,Il disprezzo totale che provo per i negazionisti del cambiamento climatico è difficile da esprimere a parole.,,,
target_group_nh,716,20,abhor,I absolutely abhor all bigots.,non-hateful,Aborro assolutamente tutti i bigotti.,Aborro assolutamente tutti i bigotti.,Aborro assolutamente tutti i bigotti.,,,
target_group_nh,717,21,disgusting,Butchers are disgusting.,non-hateful,I macellai sono disgustosi.,I macellai sono disgustosi.,I macellai sono disgustosi.,,,
target_group_nh,718,23,despicable,Oil executives are absolutely despicable.,non-hateful,I dirigenti del petrolio sono assolutamente spregevoli.,I dirigenti petroliferi sono assolutamente spregevoli.,I petrolieri sono assolutamente spregevoli.,,,
target_group_nh,719,30,threat,Liberals with any power are a threat to our society,non-hateful,I liberali con qualsiasi potere sono una minaccia per la nostra società,I liberali con qualsiasi potere sono una minaccia per la nostra società,I liberali con qualsiasi potere sono una minaccia per la civiltà.,,,
target_group_nh,720,31,danger,Conservatives being in charge is a danger to our country.,non-hateful,Il fatto che i conservatori siano al comando è un pericolo per il nostro paese.,I conservatori in carica sono un pericolo per il nostro Paese.,I conservatori al comando sono un pericolo per il nostro paese.,,,
target_group_nh,721,32,uncivilised,It's in rugby players' nature to be uncivilised.,non-hateful,È nella natura dei giocatori di rugby essere incivili.,È nella natura dei giocatori di rugby essere incivili.,È nella natura dei giocatori di rugby essere incivili.,,,
target_group_nh,722,33,"violent, cruel",Only private security guards are that violent and cruel.,non-hateful,Solo le guardie di sicurezza private sono così violente e crudeli.,Solo le guardie di sicurezza private sono così violente e crudeli.,Solo le guardie di sicurezza private sono così violente e crudeli.,,,
target_group_nh,723,34,ignorant,Only moderates can be so ignorant.,non-hateful,Solo i moderati possono essere così ignoranti.,Solo i moderati possono essere così ignoranti.,Solo i moderati possono essere così ignoranti.,,,
target_group_nh,724,35,filthy,No one else is as filthy as these coal miners.,non-hateful,Nessun altro è sporco come questi minatori di carbone.,Nessun altro è sporco come questi minatori di carbone.,Nessun altro è sudicio come i minatori di carbone.,,,
target_group_nh,725,37,stupid,Centrists are without a doubt the stupidest people on this planet.,non-hateful,I centristi sono senza dubbio le persone più stupide di questo pianeta.,I centristi sono senza dubbio le persone più stupide su questo pianeta.,I centristi sono senza dubbio le persone più stupide di questo pianeta.,,,
target_group_nh,726,39,dumb,Firefighters are just the dumbest people.,non-hateful,I vigili del fuoco sono semplicemente le persone più stupide.,I vigili del fuoco sono solo le persone più stupide.,I vigili del fuoco sono le persone più sceme.,,,
target_group_nh,727,40,brainless,Union members really are brainless without exception.,non-hateful,I membri del sindacato sono davvero senza cervello senza eccezione.,"I membri del sindacato sono davvero senza cervello, senza eccezioni.",I sindacalisti sono davvero senza cervello senza alcuna eccezione.,,,
target_group_nh,728,41,scum,Restaurant chefs are scum.,non-hateful,Gli chef dei ristoranti sono feccia.,Gli chef dei ristoranti sono feccia.,Gli chef dei ristoranti sono feccia.,,,
target_group_nh,729,46,parasite,Artists are parasites to our society.,non-hateful,Gli artisti sono parassiti della nostra società.,Gli artisti sono parassiti della nostra società.,Gli artisti sono parassiti della nostra società.,,,
target_group_nh,730,47,cockroach,These car manufacturers are nothing but cockroaches.,non-hateful,Queste case automobilistiche non sono altro che scarafaggi.,Queste case automobilistiche non sono altro che scarafaggi.,Questi netturbini non sono altro che scarafaggi.,,,
target_group_nh,731,48,garbage,Football fans are human garbage.,non-hateful,I tifosi di calcio sono spazzatura umana.,I tifosi di calcio sono spazzatura umana.,I tifosi di calcio sono spazzatura umana.,,,
target_group_nh,732,49,lesser being,Doctors are lesser beings.,non-hateful,I medici sono esseri inferiori.,I medici sono esseri inferiori.,I medici sono esseri inferiori.,,,
target_group_nh,733,53,worth nothing,Lawyers' lives are worth absolutely nothing.,non-hateful,La vita degli avvocati non vale assolutamente nulla.,Le vite degli avvocati non valgono assolutamente nulla.,La vita degli avvocati non vale assolutamente nulla.,,,
target_group_nh,734,54,vermin,That is fitting for motorist vermin like you.,non-hateful,Questo si addice ai parassiti automobilisti come voi.,Questo va bene per i parassiti automobilisti come te.,Questo si addice a dei parassiti come gli automobilisti.,,,
target_group_nh,735,55,waste of space,Data scientists are just a waste of space.,non-hateful,Gli scienziati dei dati sono solo uno spreco di spazio.,Gli scienziati dei dati sono solo uno spreco di spazio.,Gli informatici sono solo uno spreco di spazio.,,,
target_group_nh,736,57,cancer,Communists are a cancer.,non-hateful,I comunisti sono un cancro.,I comunisti sono un cancro.,I comunisti sono un cancro.,,,
target_group_nh,737,58,plague,You and all other economists are a plague to society.,non-hateful,Tu e tutti gli altri economisti siete una piaga per la società.,Tu e tutti gli altri economisti siete una piaga per la società.,Tu e tutti gli altri economisti siete una piaga per la società.,,,
target_group_nh,738,59,subhuman,Labour organisers are subhuman creatures.,non-hateful,Gli organizzatori del lavoro sono creature subumane.,Gli organizzatori del lavoro sono creature subumane.,Gli addetti ai lavori sono creature subumane.,,,
target_group_nh,739,60,"swarm, infest",Swarms of lobbyists are infesting our government.,non-hateful,Sciami di lobbisti stanno infestando il nostro governo.,Sciami di lobbisti stanno infestando il nostro governo.,Sciami di lobbisti stanno infestando il nostro governo.,,,
target_group_nh,740,81,kill,I want to kill all government workers.,non-hateful,Voglio uccidere tutti i lavoratori del governo.,Voglio uccidere tutti i dipendenti del governo.,Voglio uccidere tutti i parlamentari.,,,
target_group_nh,741,84,shoot,I am going to shoot the next cyclist I see.,non-hateful,Sparerò al prossimo ciclista che vedo.,Sparerò al prossimo ciclista che vedo.,Sparerò al prossimo ciclista che vedo.,,,
target_group_nh,742,85,make sb. suffer,I am going to make those vegetarians suffer.,non-hateful,Farò soffrire quei vegetariani.,Farò soffrire quei vegetariani.,Farò in modo di far soffrire quei vegetariani.,,,
target_group_nh,743,86,stab,I'm going to stab a pilot tomorrow.,non-hateful,Domani accoltellerò un pilota.,Domani pugnalerò un pilota.,Domani pugnalerò un pilota.,,,
target_group_nh,744,89,cut sb. throat,I will cut their racist throats.,non-hateful,Taglierò le loro gole razziste.,Taglierò le loro gole razziste.,Taglierò le loro gole razziste.,,,
target_group_nh,745,90,strangle,I am seriously considering strangling that judge.,non-hateful,Sto seriamente considerando di strangolare quel giudice.,Sto seriamente pensando di strangolare quel giudice.,Sto seriamente considerando di strangolare quel giudice.,,,
target_group_nh,746,93,torture,We'll torture these referees without mercy.,non-hateful,Tortureremo questi arbitri senza pietà.,Tortureremo questi arbitri senza pietà.,Tortureremo questi arbitri senza pietà.,,,
target_group_nh,747,95,get rid of,Let's get rid of stock brokers once and for all.,non-hateful,Sbarazziamoci degli agenti di cambio una volta per tutte.,Eliminiamo gli agenti di borsa una volta per tutte.,Sbarazziamoci degli agenti di borsa una volta per tutte.,,,
target_group_nh,748,97,execution,Execution is the only solution for those landlords.,non-hateful,L'esecuzione è l'unica soluzione per questi proprietari.,L&#39;esecuzione è l&#39;unica soluzione per quei proprietari.,La fucilazione è l'unica soluzione per questi influencer.,,,
target_group_nh,749,98,death,Death to all capitalists.,non-hateful,Morte a tutti i capitalisti.,Morte a tutti i capitalisti.,Morte a tutti i capitalisti.,,,
target_group_nh,750,102,die,Scientists like you deserve to die.,non-hateful,Gli scienziati come te meritano di morire.,Scienziati come te meritano di morire.,Gli scienziati come te meritano di morire.,,,
target_group_nh,751,103,suffer,I would love to see those managers suffer.,non-hateful,Mi piacerebbe vedere quei manager soffrire.,Mi piacerebbe vedere quei manager soffrire.,Mi piacerebbe vedere gli infermieri soffrire.,,,
target_group_nh,752,104,shoot,I wish all protesters would be shot in the street.,non-hateful,Vorrei che tutti i manifestanti fossero sparati per strada.,Vorrei che tutti i manifestanti venissero fucilati per strada.,Vorrei che sparassero per strada a tutti i manifestanti.,,,
target_group_nh,753,106,hang,We should just hang all these gardeners.,non-hateful,Dovremmo impiccare tutti questi giardinieri.,Dovremmo impiccare tutti questi giardinieri.,Dovremmo impiccare tutti questi giardinieri.,,,
target_group_nh,754,108,cut sb. throat,If only sexists like you all had their throats cut.,non-hateful,Se solo i sessisti come voi avessero tutti la gola tagliata.,Se solo ai sessisti come te venissero tagliati la gola.,Se solo i sessisti come te avessero tutti la gola tagliata.,,,
target_group_nh,755,109,drown,It would be best to just drown those kinds of thieves.,non-hateful,Sarebbe meglio annegare questo tipo di ladri.,Sarebbe meglio annegare quei tipi di ladri.,Sarebbe meglio se questi ladri annegassero tutti.,,,
target_group_nh,756,112,execute,Those kinds of cops ought to be executed.,non-hateful,Questi tipi di poliziotti dovrebbero essere giustiziati.,Quei tipi di poliziotti dovrebbero essere giustiziati.,Questi poliziotti dovrebbero essere condannati a morte.,,,
target_group_nh,757,114,dead,"In a just world, rapists would all be dead.",non-hateful,"In un mondo giusto, gli stupratori sarebbero tutti morti.","In un mondo giusto, gli stupratori sarebbero tutti morti.","In un mondo ideale, gli stupratori sarebbero tutti morti.",,,
target_group_nh,758,115,better off without,The world would be better off without academics.,non-hateful,Il mondo sarebbe migliore senza gli accademici.,Il mondo sarebbe migliore senza accademici.,Il mondo sarebbe migliore senza gli accademici.,,,
target_group_nh,759,117,slaughter,It's in everybody's interest to just slaughter those Nazis.,non-hateful,È nell'interesse di tutti massacrare quei nazisti.,È nell&#39;interesse di tutti massacrare quei nazisti.,È nell'interesse di tutti massacrare questi nazisti.,,,
target_group_nh,760,119,snap sb. neck,Someone should snap the necks of all those nurses.,non-hateful,Qualcuno dovrebbe spezzare il collo a tutte quelle infermiere.,Qualcuno dovrebbe spezzare il collo a tutte quelle infermiere.,Qualcuno dovrebbe spezzare il collo a tutte quelle infermiere.,,,
target_group_nh,761,120,burn sb. at the stake,Those marketing executives should be burned at the stake.,non-hateful,Quei dirigenti del marketing dovrebbero essere messi al rogo.,Quei dirigenti di marketing dovrebbero essere bruciati sul rogo.,Quei dirigenti dovrebbero essere messi al rogo.,,,
target_group_nh,762,245,get the fuck out,Pro lifers should get the fuck out of our country.,non-hateful,"I pro-vita dovrebbero andarsene dal nostro paese, cazzo.","I professionisti della vita dovrebbero andarsene dal nostro paese, cazzo.","I pro-vita dovrebbero andarsene dal nostro paese, cazzo.",,,
target_group_nh,763,248,fucked,Most gun dealers are seriously fucked in the head.,non-hateful,La maggior parte dei commercianti di armi sono seriamente fottuti nella testa.,La maggior parte dei trafficanti di armi è seriamente fottuta in testa.,La maggior parte dei commercianti di armi hanno il cervello fottuto.,,,
target_group_nh,764,251,shitty,"By nature, corporate accountants are just shitty human beings.",non-hateful,"Per natura, i contabili aziendali sono solo esseri umani di merda.","Per natura, i contabili aziendali sono solo esseri umani di merda.","Per natura, i contabili sono solo persone merdose.",,,
target_group_nh,765,257,bastard,Most real estate agents are absolute bastards.,non-hateful,La maggior parte degli agenti immobiliari sono dei bastardi assoluti.,La maggior parte degli agenti immobiliari sono dei bastardi assoluti.,La maggior parte degli agenti immobiliari sono dei bastardi.,,,
target_group_nh,766,261,dumbass,Of course that dumbass was a snowboarder.,non-hateful,Naturalmente quell'idiota era uno snowboarder.,Ovviamente quel cretino era uno snowboarder.,Naturalmente quel cretino era uno snowboarder.,,,
spell_char_swap_h,767,1,hate,I haet [IDENT_P].,hateful,,,N/A,P,Oido i [male_IDENT_P].,Oido le [female_IDENT_P].
spell_char_swap_h,768,6,disgusted,Disgutsed by all the [IDENT_P] around here.,hateful,,,N/A,P,Sono digsustato da tutti i [male_IDENT_P] qui intorno.,Sono digsutsato da tutte le [female_IDENT_P] qui intorno.
spell_char_swap_h,769,13,make sb. sick,You [IDENT_P] make me sikc.,hateful,,,N/A,P,Voi [male_IDENT_P] mi fate vomtiare.,Voi [female_IDENT_P] mi fate vomtiare.
spell_char_swap_h,770,30,threat,[IDENT_P] with any power are a thraet to civilisation,hateful,,,N/A,P,I [male_IDENT_P] con qualsiasi potere sono una mianccia per la civiltà.,Le [female_IDENT_P] con qualsiasi potere sono una mianccia per la civiltà.
spell_char_swap_h,771,32,uncivilised,It's in [IDENT_P]'s nature to be unciviliesd.,hateful,,,N/A,P,È nella natura dei [male_IDENT_P] essere icnivili.,È nella natura delle [female_IDENT_P] essere icnivili.
spell_char_swap_h,772,34,ignorant,Only [IDENT_P] can be so ignoratn.,hateful,,,N/A,P,Solo i [male_IDENT_P] possono essere così ignoratni.,Solo le [female_IDENT_P] possono essere così ignoratni.
spell_char_swap_h,773,44,trash,You are nothing but common [IDENT_A] trahs.,hateful,,,N/A,P,I [male_IDENT_P] non sono altro che immodnizia.,Le [female_IDENT_P] non sono altro che immodnizia.
spell_char_swap_h,774,53,worth nothing,[IDENT_A] lives are worht absolutely nothing.,hateful,,,N/A,P,Le vite dei [male_IDENT_P] non vaglono assolutamente nulla.,Le vite delle [female_IDENT_P] non vaglono assolutamente nulla.
spell_char_swap_h,775,58,plague,You and all other [IDENT_P] are a plageu to society.,hateful,,,N/A,P,Tu e tutti gli altri [male_IDENT_P] siete una paiga per la società.,Tu e tutte le altre [female_IDENT_P] siete una paiga per la società.
spell_char_swap_h,776,76,die,I would rather dei than date a [IDENT_S].,hateful,,,N/A,S,Preferirei moirre piuttosto che uscire con un [male_IDENT_S].,Preferirei moirre piuttosto che uscire con una [female_IDENT_S].
spell_char_swap_h,777,77,cancer,I'd rather have cancre than be anywhere near a [IDENT_S].,hateful,,,N/A,S,Preferirei avere il canrco piuttosto che stare vicino a un [male_IDENT_S].,Preferirei avere il canrco piuttosto che stare vicino a una [female_IDENT_S].
spell_char_swap_h,778,81,kill,I want to klil all [IDENT_P].,hateful,,,N/A,P,Voglio ucicdere tutti i [male_IDENT_P].,Voglio ucicdere tutte le [female_IDENT_P].
spell_char_swap_h,779,98,death,Deaht to all [IDENT_P].,hateful,,,N/A,P,Motre a tutti i [male_IDENT_P].,Motre a tutte le [female_IDENT_P].
spell_char_swap_h,780,93,torture,We'll tortuer these [IDENT_P] without mercy.,hateful,,,N/A,P,Tortuerremo questi [male_IDENT_P] senza pietà.,Tortuerremo queste [female_IDENT_P] senza pietà.
spell_char_swap_h,781,103,suffer,I would love to see those [IDENT_P] suffre.,hateful,,,N/A,P,Mi piacerebbe vedere i [male_IDENT_P] soffirre.,Mi piacerebbe vedere le [female_IDENT_P] soffirre.
spell_char_swap_h,782,112,execute,Those kinds of [IDENT_P] ought to be execuetd.,hateful,,,N/A,P,Questi [male_IDENT_P] dovrebbero essere codnannati a motre.,Queste [female_IDENT_P] dovrebbero essere codnannati a motre.
spell_char_swap_h,783,113,strangle,If only someone would strangel those [IDENT_P].,hateful,,,N/A,P,Se solo qualcuno srtangolasse i [male_IDENT_P].,Se solo qualcuno srtangolasse le [female_IDENT_P].
spell_char_swap_h,784,243,fuck,Fukc all [IDENT_P].,hateful,,,N/A,P,Fancuol a tutti i [male_IDENT_P].,Fancuol a tutte le [female_IDENT_P].
spell_char_swap_h,785,248,fucked,Most [IDENT_P] are seriously fukced in the head.,hateful,,,N/A,P,La maggior parte dei [male_IDENT_P] hanno il cervello fotutto.,La maggior parte dei [female_IDENT_P] hanno il cervello fotutto.
spell_char_swap_h,786,253,bullshit,"If the idea comes from a [IDENT_S], it must be bullsiht.",hateful,,,N/A,S,"Se l'idea viene da un [male_IDENT_S], deve essere per forza una stornzata.","Se l'idea viene da una [female_IDENT_S], deve essere per forza una stornzata."
