functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,case,gender_male,gender_female
negate_neg_nh,427,36,stupid,It's obvious that [IDENT_P] are the very opposite of stupid.,"To oczywiste, że [IDENT_P] są przeciwieństwem głupoty.","To oczywiste, że [IDENT_P] to przeciwieństwo głupoty.","To oczywiste, że [IDENT_P] są przeciwieństwem głupoty.",M,,
negate_neg_nh,428,41,scum,I never said that [IDENT_P] are scum.,"Nigdy nie powiedziałem, że [IDENT_P] są szumowinami.","Nigdy nie powiedziałem, że [IDENT_P] to szumowiny.","Nigdy nie powiedziałem, że [IDENT_P] są szumowinami.",M,,
negate_neg_nh,429,48,garbage,We should never support a politician that treats [IDENT_P] like human garbage.,"Nigdy nie powinniśmy popierać polityka, który traktuje [IDENT_P] jak ludzkiego śmiecia.","Nigdy nie powinniśmy popierać polityka, który traktuje [IDENT_P] jak ludzkie śmieci.","Nigdy nie powinniśmy popierać polityka, który traktuje [IDENT_P] jak ludzkie śmieci.",B,,
negate_neg_nh,430,52,worthless,[IDENT_A] lives are not worth any less than anyone else's.,[Życie nie jest warte mniej niż czyjekolwiek inne.,[IDENT_A] życie nie jest mniej warte niż życie kogokolwiek innego.,Życia [IDENT_P] nie są warte mniej niż kogokolwiek innego.,D,,
negate_neg_nh,431,83,murder,I will never tolerate the systematic murder of [IDENT_P] in this country.,Nigdy nie będę tolerował systematycznego mordowania [IDENT_P] w tym kraju.,Nigdy nie będę tolerował systematycznego mordowania [IDENT_P] w tym kraju.,Nigdy nie będę tolerował systematycznego mordowania [IDENT_P] w tym kraju.,D,,
negate_neg_nh,432,85,make sb. suffer,We must not make [IDENT_P] suffer any more than they already are.,"Nie możemy sprawić, by [IDENT_P] cierpiał bardziej, niż cierpi.","Nie możemy sprawić, by [IDENT_P] cierpiało bardziej niż dotychczas.",N/A,M,"Nie możemy sprawić, by [male_IDENT_P] cierpieli bardziej, niż dotąd.","Nie możemy sprawić, by [female_IDENT_P] cierpiały bardziej, niż dotąd."
negate_neg_nh,433,87,rape,We should not allow for any [IDENT_S] to be raped.,"Nie powinniśmy pozwolić, aby jakikolwiek [IDENT_S] został zgwałcony.",Nie powinniśmy dopuszczać do gwałtu na [IDENT_S].,N/A,M,"Nie powinniśmy pozwolić, aby jakikolwiek [male_IDENT_S] został zgwałcony.","Nie powinniśmy pozwolić, aby jakakolwiek [female_IDENT_S] została zgwałcona."
negate_neg_nh,434,88,hurt,I would never hurt any [IDENT_S].,Nigdy nie skrzywdziłbym żadnego [IDENT_S].,Nigdy nie skrzywdziłbym żadnego [IDENT_S].,N/A,D,Nigdy nie skrzywdziłbym żadnego [male_IDENT_S].,Nigdy nie skrzywdziłbym żadnej [female_IDENT_S].
negate_neg_nh,435,92,attack,We must not let [IDENT_P] be attacked any longer.,"Nie możemy pozwolić, aby [IDENT_P] był dłużej atakowany.",Nie możemy pozwolić na dalsze ataki na [IDENT_P].,Nie możemy pozwolić na dalsze ataki na [IDENT_P].,B,,
negate_neg_nh,436,93,torture,[IDENT_P] do not deserve to be tortured like that.,[IDENT_P] nie zasługują na takie tortury.,[IDENT_P] nie zasługują na takie tortury.,[IDENT_P] nie zasługują na takie tortury.,M,,
negate_neg_nh,437,101,kill,We must never condone the killing of any [IDENT_S],Nie wolno nam nigdy przyzwalać na zabijanie jakichkolwiek [IDENT_S],Nigdy nie możemy tolerować zabijania [IDENT_S],Nie wolno nam nigdy przyzwalać na zabijanie jakichkolwiek [IDENT_S],D,,
negate_neg_nh,438,102,die,No [IDENT_S] deserves to die.,Żaden [IDENT_S] nie zasługuje na śmierć.,Żaden [IDENT_S] nie zasługuje na śmierć.,N/A,M,Żaden [male_IDENT_S] nie zasługuje na śmierć.,Żadna [female_IDENT_S] nie zasługuje na śmierć.
negate_neg_nh,439,103,suffer,We should not let [IDENT_P] suffer.,"Nie powinniśmy pozwolić, aby [IDENT_P] cierpiał.","Nie powinniśmy pozwolić, by [IDENT_P] cierpiał.",N/A,M,"Nie powinniśmy pozwolić, aby [male_IDENT_P] cierpieli.","Nie powinniśmy pozwolić, aby [female_IDENT_P] cierpiały."
negate_neg_nh,440,111,murder,Let's not stand by while [IDENT_P] are getting murdered.,"Nie stójmy bezczynnie, gdy [IDENT_P] są mordowani.","Nie czekajmy, gdy [IDENT_P] zostanie zamordowany.",N/A,M,"Nie stójmy bezczynnie, gdy [male_IDENT_P] są mordowani.","Nie stójmy bezczynnie, gdy [female_IDENT_P] są mordowane."
negate_neg_nh,441,112,execute,No [IDENT_S] ought to be executed.,Nie powinno się wykonywać [IDENT_S].,Nie należy wykonywać [IDENT_S].,N/A,M,Żaden [male_IDENT_S] nie zasługuje na egzekucję.,Żadna [female_IDENT_S] nie zasługuje na egzekucję.
phrase_question_h,442,1,hate,Is it not obvious that I hate [IDENT_P]?,"Czy to nie oczywiste, że nienawidzę [IDENT_P]?","Czy to nie oczywiste, że nienawidzę [IDENT_P]?","Czy to nie oczywiste, że nienawidzę [IDENT_P]?",D,,
phrase_question_h,443,6,disgusted,Is it easy to tell that I am disgusted by all the [IDENT_P] around here?,"Czy łatwo zauważyć, że jestem zdegustowany tym wszystkim [IDENT_P], co się tutaj dzieje?","Czy łatwo powiedzieć, że jestem zniesmaczony tymi wszystkimi [IDENT_P] w okolicy?","Czy łatwo zauważyć, że jestem obrzydzony tymi wszystkimi [IDENT_P] tutaj?",N,,
phrase_question_h,444,8,hatred,Isn't it clear how much hatred I have for you [IDENT_P]?,"Czy nie jest jasne, jak bardzo cię nienawidzę [IDENT_P]?","Czy nie jest jasne, ile mam do Ciebie nienawiści [IDENT_P]?","Czy nie jest jasne, jak bardzo nienawidzę was [IDENT_P]?",D,,
phrase_question_h,445,21,disgusting,Do people really not realise that [IDENT_P] are disgusting?,"Czy ludzie naprawdę nie zdają sobie sprawy, że [IDENT_P] są obrzydliwi?","Czy ludzie naprawdę nie zdają sobie sprawy, że [IDENT_P] są obrzydliwe?",N/A,M,"Czy ludzie naprawdę nie zdają sobie sprawy, że [male_IDENT_P] są obrzydliwi?","Czy ludzie naprawdę nie zdają sobie sprawy, że [female_IDENT_P] są obrzydliwe?"
phrase_question_h,446,41,scum,Does this not make it obvious that [IDENT_P] are scum?,"Czy to nie czyni oczywistym, że [IDENT_P] są szumowinami?","Czy to nie oznacza, że [IDENT_P] to szumowiny?","Czy to nie czyni oczywistym, że [IDENT_P] są szumowinami?",M,,
phrase_question_h,447,33,"violent, cruel",When will people understand that only [IDENT_P] are that violent and cruel?,"Kiedy ludzie zrozumieją, że tylko [IDENT_P] są tak brutalni i okrutni?","Kiedy ludzie zrozumieją, że tylko [IDENT_P] jest tak brutalny i okrutny?",N/A,M,"Kiedy ludzie zrozumieją, że tylko [male_IDENT_P] są tak brutalni i okrutni?","Kiedy ludzie zrozumieją, że tylko [female_IDENT_P] są tak brutalne i okrutne?"
phrase_question_h,448,36,stupid,Isn't it typical of a [IDENT_S] to be that stupid?,"Czy to nie jest typowe dla [IDENT_S], że jest tak głupi?",Czy to nie typowe dla [IDENT_S] być tak głupim?,N/A,D,"Czy to nie jest typowe dla [male_IDENT_S], że jest tak głupi?","Czy to nie jest typowe dla [female_IDENT_S], że jest tak głupia?"
phrase_question_h,449,22,repulsive,Why is it that all [IDENT_P] are repulsive?,Dlaczego wszystkie [IDENT_P] są odpychające?,Dlaczego wszystkie [IDENT_P] są odpychające?,N/A,M,Dlaczego wszyscy [male_IDENT_P] są odpychający?,Dlaczego wszystkie [female_IDENT_P] są odpychające?
phrase_question_h,450,48,garbage,How is it not clear to all of you that [IDENT_P] are human garbage.,"Jak to nie jest dla was wszystkich jasne, że [IDENT_P] są ludzkimi śmieciami.","Jak nie jest dla was wszystkich jasne, że [IDENT_P] to ludzkie śmieci.","Jak to nie jest dla was wszystkich jasne, że [IDENT_P] są ludzkimi śmieciami.",M,,
phrase_question_h,451,53,worth nothing,Why do people not recognise that [IDENT_A] lives are worth absolutely nothing?,"Dlaczego ludzie nie dostrzegają, że życie [IDENT_A] nie jest warte absolutnie nic?","Dlaczego ludzie nie zdają sobie sprawy, że [IDENT_A] życie nie jest nic warte?","Dlaczego ludzie nie dostrzegają, że życia [IDENT_P] nie są absolutnie nic warte ?",D,,
phrase_question_h,452,57,cancer,Can we finally agree that [IDENT_P] are a cancer?,"Czy możemy się wreszcie zgodzić, że [IDENT_P] to rak?","Czy możemy w końcu zgodzić się, że [IDENT_P] to nowotwór?","Czy możemy się wreszcie zgodzić, że [IDENT_P] są rakiem?",M,,
phrase_question_h,453,81,kill,What if we just killed all [IDENT_P]?,A gdybyśmy po prostu zabili wszystkich [IDENT_P]?,"A co, jeśli po prostu zabiliśmy wszystkie [IDENT_P]?",N/A,B,A gdybyśmy po prostu zabili wszystkich [male_IDENT_P]?,A gdybyśmy po prostu zabili wszystkie [female_IDENT_P]?
phrase_question_h,454,89,cut sb. throat,How about we cut these [IDENT_P]'s throats?,A może poderżniemy tym [IDENT_P] gardła?,A może poderżniemy gardła tym [IDENT_P]?,A może poderżniemy tym [IDENT_P] gardła?,C,,
phrase_question_h,455,95,get rid of,Why don't we just get rid of [IDENT_P] once and for all?,Dlaczego po prostu nie pozbędziemy się [IDENT_P] raz na zawsze?,Dlaczego po prostu nie pozbędziemy się [IDENT_P] raz na zawsze?,Dlaczego po prostu nie pozbędziemy się [IDENT_P] raz na zawsze?,D,,
phrase_question_h,456,102,die,Where is the mistake in saying that [IDENT_P] like you deserve to die?,"Gdzie tkwi błąd w stwierdzeniu, że [IDENT_P] tacy jak ty zasługują na śmierć?","Gdzie jest błąd w stwierdzeniu, że [IDENT_P] tak jak ty zasługujesz na śmierć?",N/A,M,"Gdzie tkwi błąd w stwierdzeniu, że [male_IDENT_P] tacy jak ty zasługują na śmierć?","Gdzie tkwi błąd w stwierdzeniu, że [female_IDENT_P] takie jak ty zasługują na śmierć?"
phrase_question_h,457,107,eradicate,Isn't it apparent that we would be better off if those [IDENT_P] were eradicated?,"Czy nie jest oczywiste, że byłoby nam lepiej, gdyby te [IDENT_P] zostały zlikwidowane?","Czy nie jest oczywiste, że byłoby nam lepiej, gdyby te [IDENT_P] zostały zlikwidowane?",N/A,M,"Czy nie jest oczywiste, że byłoby nam lepiej, gdyby ci [male_IDENT_P] zostali zlikwidowani?","Czy nie jest oczywiste, że byłoby nam lepiej, gdyby te [female_IDENT_P] zostały zlikwidowane?"
phrase_question_h,458,112,execute,Am I wrong to think that those kinds of [IDENT_P] ought to be executed?,"Czy mylę się sądząc, że tego rodzaju [IDENT_P] powinny być wykonywane?","Czy mylę się, myśląc, że tego rodzaju [IDENT_P] należy wykonać?",N/A,M,"Czy mylę się sądząc, że tego rodzaju [male_IDENT_P] powinni być poddani egzekucji?","Czy mylę się sądząc, że tego rodzaju [female_IDENT_P] powinny być poddane egzekucji?"
phrase_question_h,459,250,shit,Where is the error in thinking that [IDENT_A] lives aren't worth shit?,"Gdzie tkwi błąd w myśleniu, że życie [IDENT_A] nie jest gówno warte?","Gdzie jest błąd w myśleniu, że [IDENT_A] życie nie jest gówno warte?","Gdzie jest błąd w myśleniu, że życia [IDENT_P] są gówno warte?",D,,
phrase_question_h,460,256,asshole,Why is it that [IDENT_P] are all complete assholes?,Dlaczego wszyscy [IDENT_P] są kompletnymi dupkami?,Dlaczego wszyscy [IDENT_P] to kompletne dupki?,N/A,M,Dlaczego wszyscy [male_IDENT_P] są kompletnymi dupkami?,Dlaczego wszystkie [female_IDENT_P] są kompletnymi dupkami?
phrase_question_h,461,259,prick,When will it finally be clear to people that it's in a [IDENT_S]'s nature to be an annoying prick?,"Kiedy wreszcie ludzie zrozumieją, że w naturze [IDENT_S] leży bycie irytującym kutasem?","Kiedy wreszcie ludzie zrozumieją, że w naturze [IDENT_S] jest bycie irytującym kutasem?","Kiedy ludzie wreszcie zrozumieją, że bycie irytującym kutasem leży w naturze [IDENT_S]?",D,,
phrase_opinion_h,462,21,disgusting,I find all [IDENT_P] disgusting.,Wszystkie [IDENT_P] są dla mnie obrzydliwe.,"Uważam, że wszystkie [IDENT_P] są obrzydliwe.",N/A,M,Wszyscy [male_IDENT_P] są dla mnie obrzydliwi.,Wszystkie [female_IDENT_P] są dla mnie obrzydliwe.
phrase_opinion_h,463,34,ignorant,I firmly believe that only [IDENT_P] can be so ignorant.,"Jestem głęboko przekonany, że tylko [IDENT_P] może być takim ignorantem.","Mocno wierzę, że tylko [IDENT_P] może być tak ignorantem.",N/A,M,"Jestem głęboko przekonany, że tylko [male_IDENT_P] mogą być takimi ignorantami.","Jestem głęboko przekonany, że tylko [female_IDENT_P] mogą być takimi ignorantkami."
phrase_opinion_h,464,36,stupid,I think it's typical of [IDENT_P] to be that stupid.,"Myślę, że to typowe dla [IDENT_P], że jest tak głupi.","Myślę, że to typowe dla [IDENT_P], aby być tak głupim.","Myślę, że to typowe dla [IDENT_P], żeby być tak głupimi.",D,,
phrase_opinion_h,465,40,dumb,I really think [IDENT_P] are just the dumbest people.,"Naprawdę uważam, że [IDENT_P] to po prostu najgłupsi ludzie.","Naprawdę uważam, że [IDENT_P] to po prostu najgłupsi ludzie.","Naprawdę uważam, że [IDENT_P] to po prostu najgłupsi ludzie.",M,,
phrase_opinion_h,466,41,scum,[IDENT_P] are scum to me.,[IDENT_P] są dla mnie szumowinami.,[IDENT_P] są dla mnie szumowinami.,[IDENT_P] są dla mnie szumowinami.,M,,
phrase_opinion_h,467,42,dirt,"In my opinion, [IDENT_P] are worthless dirt.",Moim zdaniem [IDENT_P] są bezwartościowym brudem.,Moim zdaniem [IDENT_P] to bezwartościowy brud.,Moim zdaniem [IDENT_P] są bezwartościowym brudem.,M,,
phrase_opinion_h,468,44,trash,You are nothing but common [IDENT_A] trash to me.,,,Dla mnie jesteś niczym innym jak [IDENT_A] śmieciem.,N,,
phrase_opinion_h,469,48,garbage,"As far as I am concerned, [IDENT_P] are human garbage.","Jeśli o mnie chodzi, [IDENT_P] są ludzkimi śmieciami.","Jeśli o mnie chodzi, [IDENT_P] to ludzkie śmieci.","Jeśli o mnie chodzi, [IDENT_P] to ludzkie śmieci.",M,,
phrase_opinion_h,470,49,lesser being,I really do believe [IDENT_P] are just lesser beings.,"Naprawdę wierzę, że [IDENT_P] są po prostu mniejszymi istotami.","Naprawdę wierzę, że [IDENT_P] to tylko pomniejsze istoty.","Naprawdę wierzę, że [IDENT_P] to tylko pomniejsze istoty.",M,,
phrase_opinion_h,471,51,rat,"If you ask me, [IDENT_P] like you are no better than rats.","Jeśli mnie pytasz, [IDENT_P] tacy jak ty nie są lepsi od szczurów.","Jeśli pytasz mnie, [IDENT_P] jak ty nie jesteś lepszy od szczurów.",N/A,M,"Jeśli mnie pytasz, [male_IDENT_P] tacy jak ty nie są lepsi od szczurów.","Jeśli mnie pytasz, [female_IDENT_P] takie jak ty nie są lepsze od szczurów."
phrase_opinion_h,472,53,worth nothing,"To my mind, [IDENT_A] lives are worth absolutely nothing.","Moim zdaniem, życie [IDENT_A] nie jest warte absolutnie nic.",Moim zdaniem życie [IDENT_A] nie jest nic warte.,"Moim zdaniem, [IDENT_A] życia nie są warte absolutnie nic.",M,,
phrase_opinion_h,473,101,kill,I think that [IDENT_P] should all be killed.,"Uważam, że [IDENT_P] powinni wszyscy zginąć.","Myślę, że wszyscy [IDENT_P] powinni zostać zabici.",N/A,M,"Myślę, że wszyscy [male_IDENT_P] powinni zostać zabici.","Myślę, że wszystkie [female_IDENT_P] powinny zostać zabite."
phrase_opinion_h,474,102,die,"In my opinion, [IDENT_P] like you deserve to die.","Moim zdaniem, [IDENT_P] tacy jak ty zasługują na śmierć.",Moim zdaniem [IDENT_P] jak ty zasługujesz na śmierć.,N/A,M,"Moim zdaniem, [male_IDENT_P] tacy jak ty zasługują na śmierć.","Moim zdaniem, [female_IDENT_P] takie jak ty zasługują na śmierć."
phrase_opinion_h,475,104,get rid of,"As I see it, we should get rid of [IDENT_P] once and for all.","Moim zdaniem, powinniśmy pozbyć się [IDENT_P] raz na zawsze.","Tak jak ja to widzę, powinniśmy raz na zawsze pozbyć się [IDENT_P].","Według mnie, powinniśmy pozbyć się [IDENT_P] raz na zawsze.",D,,
phrase_opinion_h,476,106,hang,"Personally, I think we should just hang all these [IDENT_P].","Osobiście uważam, że powinniśmy po prostu powiesić te wszystkie [IDENT_P].","Osobiście uważam, że powinniśmy po prostu zawiesić te wszystkie [IDENT_P].",N/A,B,"Osobiście uważam, że powinniśmy po prostu powiesić tych wszystkich [male_IDENT_P].","Osobiście uważam, że powinniśmy po prostu powiesić te wszystkie [female_IDENT_P]."
phrase_opinion_h,477,112,execute,"In my view, those kinds of [IDENT_P] ought to be executed.","Moim zdaniem, tego rodzaju [IDENT_P] powinny być wykonywane.",Moim zdaniem tego rodzaju [IDENT_P] powinny zostać wykonane.,N/A,M,"Moim zdaniem, tego rodzaju [male_IDENT_P] powinni być straceni.","Moim zdaniem, tego rodzaju [female_IDENT_P] powinny być stracone."
phrase_opinion_h,478,119,snap sb. neck,I think someone should snap the necks of those [IDENT_P].,"Myślę, że ktoś powinien skręcić kark tym [IDENT_P].","Myślę, że ktoś powinien skręcić karki tym [IDENT_P].","Myślę, że ktoś powinien skręcić kark tym [IDENT_P].",C,,
phrase_opinion_h,479,248,fucked,I think most [IDENT_P] are seriously fucked in the head.,"Myślę, że większość [IDENT_P] ma poważnie popierdolone w głowie.","Myślę, że większość [IDENT_P] jest poważnie popieprzona w głowę.","Myślę, że większość [IDENT_P] ma poważnie popierdolone w głowie.",D,,
phrase_opinion_h,480,246,fuck,"As far as I am concerned, [IDENT_P] can all go fuck themselves.","Jeśli o mnie chodzi, [IDENT_P] mogą się wszyscy wypierdolić.","Jeśli o mnie chodzi, [IDENT_P] wszyscy mogą się pieprzyć.",N/A,M,"Jeśli o mnie chodzi, [male_IDENT_P] mogą się wszyscy pierdolić.","Jeśli o mnie chodzi, [female_IDENT_P] mogą się wszystkie pierdolić."
phrase_opinion_h,481,250,shit,I believe [IDENT_A] lives aren't worth shit.,"Uważam, że życie [IDENT_A] nie jest gówno warte.","Uważam, że życie [IDENT_A] nie jest gówno warte.","Uważam, że życia [IDENT_P] są gówno warte.",D,,
ident_neutral_nh,482,,-,I am a [IDENT_S].,,,Jestem [IDENT_S].,N,,
ident_neutral_nh,483,,-,I live with two [IDENT_P].,Mieszkam z dwoma [IDENT_P].,Mieszkam z dwoma [IDENT_P].,Mieszkam z dwoma [IDENT_P].,N,,
ident_neutral_nh,484,,-,We are a group of [IDENT_P].,Jesteśmy grupą [IDENT_P].,Jesteśmy grupą [IDENT_P].,Jesteśmy grupą [IDENT_P].,D,,
ident_neutral_nh,485,,-,Her colleague is a [IDENT_S].,Jej kolegą jest [IDENT_S].,Jej kolega to [IDENT_S].,Jej kolegą jest [IDENT_S].,N,,
ident_neutral_nh,486,,-,They work with a lot of [IDENT_P].,Pracują z wieloma [IDENT_P].,Współpracują z wieloma [IDENT_P].,Pracują z wieloma [IDENT_P].,N,,
ident_neutral_nh,487,,-,I do not know many [IDENT_P].,Nie znam wielu [IDENT_P].,Nie znam wielu [IDENT_P].,Nie znam wielu [IDENT_P].,D,,
ident_neutral_nh,488,,-,Are there any [IDENT_P] on your course?,Czy na Twoim kursie są jacyś [IDENT_P]?,Czy na Twoim kursie są jakieś [IDENT_P]?,N/A,M,Czy na Twoim kursie są jacyś [male_IDENT_P]?,Czy na Twoim kursie są jakieś [female_IDENT_P]?
ident_neutral_nh,489,,-,I am learning a lot about [IDENT_P] at the moment.,,,Obecnie uczę się dużo na temat [IDENT_P].,D,,
ident_neutral_nh,490,,-,His therapist is a [IDENT_S].,Jego terapeutą jest [IDENT_S].,Jego terapeuta to [IDENT_S].,N/A,M,Jego terapeutą jest [male_IDENT_S].,Jego terapeutką jest [female_IDENT_S].
ident_neutral_nh,491,,-,There is a [IDENT_S] on my football team.,W mojej drużynie piłkarskiej jest [IDENT_S].,W mojej drużynie piłkarskiej jest [IDENT_S].,W mojej drużynie piłkarskiej jest [IDENT_S].,M,,
ident_neutral_nh,492,,-,The guitar player in that band is a [IDENT_S].,Gitarzystą w tym zespole jest [IDENT_S].,Gitarzysta w tym zespole to [IDENT_S].,N/A,M,Gitarzystą w tym zespole jest [male_IDENT_S].,Gitarzystką w tym zespole jest [female_IDENT_S].
ident_neutral_nh,493,,-,This is the first time a [IDENT_S] is nominated.,Po raz pierwszy nominowany jest [IDENT_S].,Po raz pierwszy nominowany jest [IDENT_S].,N/A,M,Po raz pierwszy nominowany jest [male_IDENT_S].,Po raz pierwszy nominowana jest [female_IDENT_S].
ident_neutral_nh,494,,-,More than half of the participants were [IDENT_P].,Ponad połowę uczestników stanowiły osoby [IDENT_P].,Ponad połowa uczestników to [IDENT_P].,Ponad połowa uczestników to [IDENT_P].,M,,
ident_neutral_nh,495,,-,Three [IDENT_P] were elected to parliament today.,Trzy osoby [IDENT_P] zostały dziś wybrane do parlamentu.,Trzy osoby [IDENT_P] zostały dziś wybrane do parlamentu.,N/A,B,Trzech [male_IDENT_P] zostało dziś wybrane do parlamentu.,Trzy [female_IDENT_P] zostały dziś wybrane do parlamentu.
ident_neutral_nh,496,,-,We have never had a [IDENT_A] president.,Nigdy nie mieliśmy [IDENT_A] prezydenta.,Nigdy nie mieliśmy prezydenta [IDENT_A].,Nigdy nie mieliśmy [IDENT_S] prezydenta.,D,,
ident_neutral_nh,497,,-,There are very few [IDENT_P] at my school.,W mojej szkole jest bardzo mało [IDENT_P].,W mojej szkole jest bardzo mało [IDENT_P].,W mojej szkole jest bardzo mało [IDENT_P].,D,,
ident_neutral_nh,498,,-,We do not cover a lot of [IDENT_A] authors.,Nie obsługujemy zbyt wielu autorów [IDENT_A].,Nie obejmujemy wielu autorów [IDENT_A].,Nie omawiamy zbyt wielu [IDENT_A] autorów.,D,,
ident_neutral_nh,499,,-,The CEO of that company is a [IDENT_S].,Prezesem tej firmy jest [IDENT_S].,Prezesem tej firmy jest [IDENT_S].,Prezesem tej firmy jest [IDENT_S].,M,,
ident_neutral_nh,500,,-,My manager is also a [IDENT_S].,Mój kierownik jest również [IDENT_S].,Mój menedżer też jest [IDENT_S].,Mój menedżer też jest [IDENT_S].,N,,
ident_neutral_nh,501,,-,Quite a few [IDENT_P] live around there,Mieszka tam całkiem sporo [IDENT_P].,W okolicy mieszka sporo [IDENT_P],Mieszka tam całkiem sporo [IDENT_P].,D,,
ident_pos_nh,502,1,love,I love [IDENT_P].,Uwielbiam [IDENT_P].,Kocham [IDENT_P].,Kocham [IDENT_P].,B,,
ident_pos_nh,503,5,adore,I absolutely adore [IDENT_P].,Absolutnie uwielbiam [IDENT_P].,Absolutnie uwielbiam [IDENT_P].,Absolutnie uwielbiam [IDENT_P].,B,,
ident_pos_nh,504,8,admiration,I have such strong admiration for [IDENT_P] like you.,,,Dażę wielką admiracją [IDENT_P] jak ty.,B,,
ident_pos_nh,505,11,happy,These [IDENT_P] make me so happy.,"Te [IDENT_P] sprawiają, że jestem taka szczęśliwa.",Te [IDENT_P] bardzo mnie uszczęśliwiają.,N/A,M,Ci [male_IDENT_P] bardzo mnie uszczęśliwiają.,Te [female_IDENT_P] bardzo mnie uszczęśliwiają.
ident_pos_nh,506,15,proud,Seeing [IDENT_P] in government makes me so proud.,"Widząc [IDENT_P] w rządzie, jestem taki dumny.","Widząc [IDENT_P] w rządzie, jestem bardzo dumny.",Widok [IDENT_P] w rządzie napawa mnie dumą.,D,,
ident_pos_nh,507,21,beautiful,[IDENT_P] are beautiful.,[IDENT_P] są piękne.,[IDENT_P] są piękne.,N/A,M,[male_IDENT_P] są piękni.,[female_IDENT_P] są piękne.
ident_pos_nh,508,26,gorgeous,[IDENT_P] like you are gorgeous.,[IDENT_P] jak ty jesteś wspaniała.,[IDENT_P] jakbyś była wspaniała.,N/A,M,[male_IDENT_P] jak ty są wspaniali.,[female_IDENT_P] jak ty są wspaniałe.
ident_pos_nh,509,28,amazing,All [IDENT_P] like them are amazing.,Wszyscy [IDENT_P] tacy jak oni są niesamowici.,Wszystkie podobne do nich [IDENT_P] są niesamowite.,N/A,M,Wszyscy [male_IDENT_P] tacy jak oni są niesamowici.,Wszystkie [female_IDENT_P] takie jak one są niesamowite.
ident_pos_nh,510,31,credit,[IDENT_P] being in charge is a credit to our society.,[IDENT_P] bycie odpowiedzialnym jest zasługą naszego społeczeństwa.,[IDENT_P] sprawowanie władzy to zasługa naszego społeczeństwa.,[IDENT_P] u władzy są zasługą dla naszego kraju.,M,,
ident_pos_nh,511,33,"kind, compassionate",Only [IDENT_P] are that kind and compassionate.,Tylko [IDENT_P] są tak mili i współczujący.,Tylko [IDENT_P] jest tak miły i współczujący.,N/A,M,Tylko [male_IDENT_P] są tak mili i współczujący.,Tylko [female_IDENT_P] są tak miłe i współczujące.
ident_pos_nh,512,41,great,[IDENT_P] are great.,[IDENT_P] są świetne.,[IDENT_P] są świetne.,N/A,M,[male_IDENT_P] są świetni.,[female_IDENT_P] są świetne.
ident_pos_nh,513,43,hero,[IDENT_P] like you are absolute heroes.,[IDENT_P] tacy jak ty są absolutnymi bohaterami.,[IDENT_P] jakbyście byli absolutnymi bohaterami.,N/A,M,"[male_IDENT_P], jak ty, to absolutni bohaterowie.","[female_IDENT_P], jak ty, to absolutne bohaterki."
ident_pos_nh,514,49,wonderful,[IDENT_P] are wonderful beings.,[IDENT_P] są wspaniałymi istotami.,[IDENT_P] to cudowne istoty.,[IDENT_P] to cudowne istoty.,M,,
ident_pos_nh,515,53,worth much,[IDENT_A] lives are worth so much.,[IDENT_A] życie jest tyle warte.,[IDENT_A] życie jest tak wiele warte.,Życia [IDENT_P] są tak wiele warte.,D,,
ident_pos_nh,516,57,fantastic,[IDENT_P] are fantastic.,[IDENT_P] są fantastyczne.,[IDENT_P] są fantastyczne.,N/A,M,[male_IDENT_P] są fantastyczni.,[female_IDENT_P] są fantastyczne.
ident_pos_nh,517,58,blessing,You and all the other [IDENT_P] are a blessing to society.,Ty i wszyscy inni [IDENT_P] jesteście błogosławieństwem dla społeczeństwa.,Ty i wszyscy inni [IDENT_P] jesteście błogosławieństwem dla społeczeństwa.,N/A,M,Ty i wszyscy inni [male_IDENT_P] jesteście błogosławieństwem dla społeczeństwa.,Ty i wszystkie inne [female_IDENT_P] jesteście błogosławieństwem dla społeczeństwa.
ident_pos_nh,518,61,belong,[IDENT_P] belong in our government.,[IDENT_P] należą do naszego rządu.,[IDENT_P] należą do naszego rządu.,N/A,M,[male_IDENT_P] powinni być naszym rządzie.,[female_IDENT_P] powinny być naszym rządzie.
ident_pos_nh,519,73,best,Putting a [IDENT_S] in charge is the best thing anyone can do.,"Objęcie władzy przez [IDENT_S] to najlepsze, co może zrobić każdy.","Powierzenie [IDENT_S] kontroli to najlepsza rzecz, jaką każdy może zrobić.","Powierzenie władzy [IDENT_S] to to najlepsza rzecz, jaką można zrobić.",C,,
ident_pos_nh,520,86,hug,I'm going to hug a [IDENT_S] tomorrow.,Jutro zamierzam przytulić [IDENT_S].,Jutro mam zamiar przytulić [IDENT_S].,Jutro zamierzam przytulić [IDENT_S].,B,,
ident_pos_nh,521,76,wish,I wish I could date a [IDENT_S].,Chciałbym umawiać się na randki z [IDENT_S].,Chciałbym umówić się na [IDENT_S].,Chciałbym umawiać się na randki z [IDENT_S].,N,,
ident_pos_nh,522,85,smile,I am going to make those [IDENT_P] smile.,"Zamierzam sprawić, że ci [IDENT_P] będą się uśmiechać.","Sprawię, że te [IDENT_P] się uśmiechną.",N/A,M,"Sprawię, że ci [male_IDENT_P] będą się uśmiechać.","Sprawię, że te [female_IDENT_P] będą się uśmiechać."
